Image Name,x1,y1,x2,y2
casent0637114_p_1.jpg,426,402,791,476
casent0909972_p_1.jpg,469,229,824,318
casent0005626_p_1.jpg,415,143,846,253
casent0909759_p_1.jpg,376,268,686,415
casent0640961_p_1.jpg,444,357,856,465
casent0198327_p_1.jpg,331,143,604,255
casent0916986_p_1.jpg,377,202,818,439
casent0908513_p_1.jpg,342,143,726,272
casent0282682_p_1.jpg,375,143,685,264
focol0046-1_p_1.jpg,180,156,391,247
casent0235735_p_1.jpg,375,148,614,284
casent0915891_p_1.jpg,726,275,1151,358
casent0170565_p_1.jpg,297,204,881,425
casent0249307_p_1.jpg,245,90,523,214
gxnu120081_p_1.jpg,257,147,704,285
casent0914928_p_1.jpg,496,200,747,279
inb0003692957_p_1.jpg,309,229,688,292
casent0281907_p_1.jpg,293,186,703,274
casent0919690_p_1.jpg,398,267,827,325
casent0218463_p_1.jpg,145,168,472,220
focol1658_p_1.jpg,864,291,1677,391
casent0102878_p_1.jpg,302,111,646,241
casent0479440_p_1.jpg,338,212,685,308
casent0280900_p_1.jpg,260,143,628,243
casent0910979_p_1.jpg,442,224,795,349
casent0101979_p_1.jpg,606,250,1184,426
casent0249892_p_1.jpg,341,232,709,352
casent0908629_p_1.jpg,549,292,923,414
casent0358176_p_1.jpg,591,212,1089,370
casent0901211_p_1.jpg,296,203,710,246
casent0199740_p_1.jpg,497,173,753,301
casent0644615_p_1.jpg,610,272,975,451
antweb1038011_p_1.jpg,322,118,672,162
inbiocri001282559_p_1.jpg,207,153,486,276
casent0763549_p_1.jpg,475,143,868,296
sam-hym-c001104b_p_1.jpg,368,244,846,277
casent0907355_p_1.jpg,407,216,858,277
casent0191995_p_1.jpg,236,209,532,279
casent0102919_p_1.jpg,163,169,617,266
casent0912583_p_1.jpg,328,205,795,343
casent0103622_p_1.jpg,364,306,621,435
casent0914018_p_1.jpg,239,259,659,315
casent0281332_p_1.jpg,246,167,574,290
casent0910836_p_1.jpg,432,145,657,346
casent0172776_p_1.jpg,341,266,713,355
casent0104529_p_1.jpg,447,139,789,300
casent0173431_p_1.jpg,260,200,695,306
casent0249414_p_1.jpg,285,220,659,379
casent0912534_p_1.jpg,274,171,707,288
casent0281470_p_1.jpg,300,134,637,310
fmnhins0000046400_p_1.jpg,329,212,590,304
antweb1032508_p_1.jpg,714,180,1114,361
casent0102173_p_1.jpg,398,118,778,238
casent0101996_p_1.jpg,350,167,837,352
casent0904684_p_1.jpg,328,318,751,492
focol2386_p_1.jpg,511,234,972,337
casent0912911_p_1.jpg,473,169,918,289
casent0253681_p_1.jpg,310,126,627,212
focol0303_p_1.jpg,592,390,987,492
casent0235644_p_1.jpg,600,123,889,234
casent0646339_p_1.jpg,496,238,979,338
casent0912914_p_1.jpg,577,204,1076,331
casent0907620_p_1.jpg,287,269,648,384
casent0635517_p_1.jpg,257,194,680,359
casent0919868_p_1.jpg,331,181,619,358
casent0902231_p_1.jpg,547,173,940,256
casent0907365_p_1.jpg,493,240,869,329
casent0456013_p_1.jpg,551,271,944,461
casent0912499_p_1.jpg,217,243,601,330
casent0909489_p_1.jpg,376,206,785,327
casent0919751_p_1.jpg,413,164,616,222
casent0902098_p_1.jpg,501,260,920,340
casent0905211_p_1.jpg,243,123,662,299
casent0227521_p_1.jpg,410,128,696,258
